naziv,opis,datum_od,stevilo,sifra_prizorisca
Čiliada 2019 - festival čilija in čokolade,čiliad festival čilija čokolada chiti anda chocolati festi fest del peperoncina cioccolata leto izolski manziolijev trg september pošten ogreti festival čilija čokolada september izola prinesti pester nabor ponudnik pekoč omaka namaz olje številen kakovosten izdelek čilija lanskoleten druženje ponudnik čokoladen dobrota izkazati pravi uspešnica čokolada čiliad sladkati letos priprava pekoč dobrota popoldan znova pomeriti amaterski kuhar,2019-09-21 11:00:00,3115,2238958879701521
Nina Pušlar @Trg Leona Štuklja,nina pušlar prihajati trg leon štukljati odličen bend več ducat hit reden poln radijski valoviti najbolj priljubljen slovenski pevka razgiban leto poln nov izkušnja ustvarjalen izziv ninin nastop sloveti vrhunski glasben pevski izvedba prepojen čustvo velik odmerek pozitiven energija koncert priča prerez ninin zgodba slovenski glasben scena zagotovo predstaviti čist svež oder studio odličen ustvarjalen kondicija kratek izdati album naslov nina pričetek koncert vstop prost,2019-12-13 20:00:00,4125,1008920022484743
Petkanje,praviti sproščen druženje trg petkanje predstavljati sproščen atmosfera petkov popoldan popestriti druženje glasben spremljati vrhunski kulinarik osvežilen pijača animacija,2019-06-28 15:00:00,929,2213825458876066
Velika gasilska veselica + Tekmovanje | PGD Draža vas,velik gasilski veselica prostovoljen gasilski društvo dražati letnica prirejati vaba velik gasilski veselica kdaj sobota pričetek ura kje športen center dražati nastopajoč zabava poskrbeti muzikant udar dober volja ples zagotovo manjkati ostal informacija poskrbljen hrana pijača bogat srečel prireditev vreme dogajanje odvijati velik šotor priti zaplesati zagotovo vstop prost vljuden vabiti gasilski tekmovanje član članica prostovoljen gasilski društvo dražati razpisovati gasilski tekmovanje član članica potekati sobota avgust pričetek ura dražiti vas gasilski dom tekmovalen disciplina vaja mba knjižica gasilski gasilski športen tekmovalen disciplina vaja izvajati pravilo ctifa suh izvedba tekmovalen enota izvajati vaja končen rezultat šteti seštevek vaja oseben oprema tekmovalec navodilo gzs tekmovalen oprema zagotoviti organizator met torbica vaja tekmovalec zadet premer ekipa žrebati tekmovalec oddaljenost torbica zunanji rob krog ekipa dodeliti opomba sesalen voda potek tekmovalen tepih ostal izvajati travnat površina točka starost upoštevati nagrada enota kategorija prejeti pokal praktičen nagrada enota prejeti priznanje sodelovanje prijava lahek organizacija prositi enota predhoden prijaviti elektronski pošta pgddrazati gmailc telefon poveljnik dejan verhovšek enota prijavljen petek dobiti pivo gratis ostal enota lahek prijaviti dan tekmovanje ura komisija razglasitev rezultat ura zaključen tekmovanje velik šotor kjer hkrati potekati velik gasilski veselica pomoč,2019-08-03 18:00:00,1425,431318310318955
Martinovanje na Bizeljskem,vabiti tradicionalen martinovanje šotor bizeljski ura zadružen dom potekati martinov sejem degustacija vino ura zabava ansambel nemir izbrati nov vinski kraljica bizeljski krstiti mošt pridružiti,2019-11-09 17:00:00,645,112348798780913
Mi2 - Valentinov akustični koncert,edinsteven doživetje sng maribor valentin akustičen koncert legendaren pot majhen lokalen skupina pričeti let rogatec prehoditi pot uveljavljanje menjava članov ustvarjanje prepoznaven slog visok glasben lestvica prvič zasesti pesem iti toplica zasenčiti ostal glasben izdelek prihajajoč album črtica čudo tehnika album let dečko sotel dobrodošel dvor rokenrola decibel praznovanje obletnica ustvarjanje glasen nikoli prej več desetletje glasben ustvarjanje sng ponoven predstaviti akustičen verzija tona kregar pevec jerneja dirnbek ritem kitarist pevec egon herman kitarist robert novak basa kitarist igor orača bobnar davora klarič kaviaturist blaž celarec tolkalist vstopnica eventims,2020-02-14 19:00:00,1552,115932508423292
Bohinjska noč / Bohinj Night,doživeti vrhunec poleten sezona bohinj zabava generacija večeren program vključevati več glasben gost atraktiven vložek osvetljen skala zabava trajati zjutraj ples željen obiskovalec pričarati čudovit večer pridružiti dolg poleten noč bohinj primer dež dogodek prestaviti experienca highlight summera season bohinj with fun for all generations evening program includesa several musica guests anda attractiva performancesa party lasts until morning oura guests can danec throug wonderfula night join ati longesta summera night bohinj cas raina event will organiseda,2019-08-10 20:00:00,1656,635351406477204
8. Triglav tek,lep športen dogodek letos vrač brd kranje sobota zbrati ljubitelj rekreacija leto družba znan slovenski športnik preživel čudovit tekaški obarvan dan neokrnjen narava protokolaren park brd kranje pridružiti podpreti nepozaben dogodek prispevati zgodba dober oskrba slovenski novorojenček tekač lahek pomeriti različen preizkušnja polmaraton tek trasa družinski tek otroški tek posloven štafeten tek poskrbljen brezplačen varstvo otrok ura športen dogodek kulturen obarvan pridružiti številen slovenski glasbenik poskrbeti gibanje glasben ritem tek prijava odprt vključno dan prireditev zapolnitev prost tekaški mesto več informacija obiskati spleten stran,2019-09-07 09:00:00,1524,103753716330300
14. Otroški bazar,september gospodarski razstavišče ponoven poln otrok družina star starš ponujati izdelek storitev družina zamuditi popoln družinski doživetje otroški bazar ponoven razveseljevati bogat dogodivščina družina otroški delavnica program oder zabava smeh pisan sejemski stojnica videti sobota nedelja september,2019-09-14 09:00:00,1640,214671818598818
14. Otroški bazar,september gospodarski razstavišče ponoven poln otrok družina star starš ponujati izdelek storitev družina zamuditi popoln družinski doživetje otroški bazar ponoven razveseljevati bogat dogodivščina družina otroški delavnica program oder zabava smeh pisan sejemski stojnica videti sobota nedelja september,2019-09-14 09:00:00,989,214671818598818
CACIB Winter Winner Celje 2020,entry deadlina,2020-02-22 08:00:00,548,112778765443812
NAJLEPŠE MELODIJE JADRANA NA GRADU VURBERK 2019,večer zvezda poln pozitiven energija idiličen grad vurberka kjer prepletati čustvo čudovit koncerten ambient večer lep melodija jadran gin bend vokalen skupina bend izvajati coverje velik hit hrvaški izvajalec prostor obet čudovit večer prodaja karta silva bar koren gostilna johati joha duplek market martin dvorjati joc bar duplek hud liza grad vurberg,2019-07-19 20:00:00,528,1454933714728323
Festival nasedlega kita 2019,ulalaaaa kitnikovanje letos fantastičen obala vnema močen prsen plavut najboljti pridružiti festival nasedel kit oujeo greh voda valjda delavnica nasedel kitov popoldan prijava drustvofnka gmailc delavnica mali nasedlaš popoldan strašen dober muzik cel dan dober hrana pijača skozzzz eka nota letos piti biorazgradljiv lonček pust presentiti omagada zadevšen priti spotoma mama letošnji surfer muziček val bombyx lora dje mriga nesesariti kakalulo čunf vedno prisoten domač vložen fnka crew vstopnina leto letos kita plavati fnkje zastonj nabasati želodec namesti plastika beech boys bbq pita voda drinka letos klub emec placa uraden heštega kitol ostal vesoljen nevarnost pregnati sam več tka pridti nasedati wuuuiiuuoooooiiio lupček,2019-07-27 12:00:00,588,245746689423560
TrNOVfest - Mi2 & Manifest,trnovfesti sreda avgust manifesti dneven trnovfesti vstopnica mesečen trnovfesti vstopnica dan tedenski trnovfesti vstopnica dan kupec vstopnica predprodaja prejeti brezplačen pijača dan festival trnovfesti izžrebati lahek cel dan preživel glasben izvajalec paket meet anda greet trnovfesti akcija program festival videti trnovfest uraden povezava,2019-08-21 18:00:00,1823,717882301739945
Rockfest Vodice 2019,letos devetič dober velik rockfesti vodica odvijati dalja ponavadi društvo pdv pomoč občina vodica narediti dober rocka žura namenjen mlad podružiti dober glasba vstop prost skupina mrfy san ega banda hati tribut lov,2019-09-06 20:00:00,1402,207734966048398
Silvestrski pozdrav 2019,silvestrski pozdrav nikoli vesel december letos pričeti petek mariborski dvorana tabor silvestrski pozdrav gostitelj darja gajšek blaž švab najbolj priljubljen glasbenik več nastopajoč glasben spektakel ponoven snemati maribor sodelovanje rtv sla modrijan alfa nipič helen blagniti dejan vunjak čuk ans franca miheličati nemir poskočen muzikant manec špik kovač saški lendera čudežen polje nik zorjati spev prifarski muzikant kingston ans jure zajec isaaca palma tomaž domicelj koncerten ans slakov glasba nuš derend vila resnik ansambel saš avsenik ans banovšek mnog vabiti koncerten spektakel dolg ostal spomin izreden zanimanje zagotoviti karta predprodaja eventimov prodajen mesto,2019-12-06 20:00:00,1197,140756459283894
Na meji nevidnega 2019,junak superjunak pomočnik negativec ljubitelj fantazija stripar navdušenec znanstven fantastika oboževalec fantazija bunkeljen ostal sobota september ponoven videti gospodarski razstavišče ljubljana konvencija meja neviden lahek sprehoditi stojnica izreden bogat ponudba izdelek slovenski tuj ustvarjalec ogledati fantastičen kostum sodelovati tekmovanje udeležiti program predavanje delavnica poseben gost sodelovati natečaj podroben program informacija slediti tek poletje slediti fba instagram namejineviden negovanje domišljija cosplay namizen igra zbirateljski izdelek slovenski ustvarjalec strip predavanje video igra razstava tuj gostja film natečaj knjiga otroški program eng heroes superheroes sidekicks anda villains admirers fantasy comica artists scienca fiction enthusiasts muggles anda others will uniti onec againa september ati ljubljana exhibition anda convention center gospodarski razstavišče meja neviden convention youra chanec checka outi amazing offera slovenian anda foreign creators look ati fantastica costumes even compet with listen lectures anda participati workshops with oura special guests competitions detailed programma anda othra information will availabla during summera follow fba anda instagram namejineviden cosplay board games collectibles slovenian creators comics lectures video games exhibitions foreign guests films competitions books childrenfriendly,2019-09-14 09:00:00,3745,214671818598818
27th International biker's meeting - MK Škorpijon Slovenija,mednaroden srečanje motoristov internationala biker weekend das internationala motorradtreffen drag družba organizirati mednaroden motorističen srečanje lanski leto lep vroč vreme zabavati skupaj človek adrenalin zabava smeh leto dovolj vesel oglasiti leto letos prost vstop fre entry kampiranje varovati vrteti odojka jagenček hladen pijača sobota brezplačen pijača turističen vožnja možnost brezplačen vožnja kanuja krka lasten dgovornost letos pričakovati obilo sonce dati maša več vzeti krema sončenje opozorilo udeleženec sodelovati lasten odgovornost srečen vožnja,2019-08-16 16:00:00,1795,107448309278526
Četrtkovi večeri na trgu,glasben kulinaričen četrtkov večer prihajati star mesten jedro radovljica julij avgust odličen koncert street food ponudba program julij elevators okus radolec julij lik rolling stones okus radolec julij fadeouts okus radolec julij okustičen okus radolec avgust mrfy okus radolec avgust maj keucamay okus radolec četrtek julij trg nastopiti dekliški pevski zbor velik britanija ribston hall school četrtek avgust folkloren skupina lesce glasben kulisa mesto vsakič dopolniti ponudba uličen prehrana lokalen sestavina sestavljen vrhunski pripravljen porcija poskrbeti lokalen dobavitelj sodelovanje član okus radolec izvrsten kuharski mojster,2019-07-04 20:00:00,1034,284137571629466
Sladja Allegro New night club Opening in Ljubljana #DAY2,ljubljana bogat nov odpirati nov koncept klub ljubljana kjer lahek zabavati svetoven uspešnica zvezda balkan zamuditi priložnost del nepozaben otrvoritven večer sladja allegra zabavati nor zabaven poleten noč velik hit nov interier lep hostesa plesalka trajati zgodnji jutranji ura vabiti pura club ljubljana cesta ljubljanski brigada šiški ljubljana slovenio informacija infa pureljubljanac vip rezervacija miza rezervacija pureljubljanac vstopnina,2019-08-31 22:00:00,738,445713185468708
Simfonija Kopra ● sobota 14.09.2019 ● Potniški terminal Koper,simfonija koper senca dvigalo luk koper september potniški terminal luk koper zgoditi ekskluziven umetniški dogodek daleč naokrog tik morje mil nebo romantičen osvetljen prizorišče kjer kontejner žerjava del mikaven dih jemajoč scenografija postavljen mogočen oder glasben vrhunec večer poskrbeti orkester slovenski filharmonija velik simfoničen orkester lahek ponašati bogat dolgoleten tradicija orkester slovenski filharmonija omenjen glasben združenje sng oper balet akademija glasba glasben ustanova društvo poglaviten nosilec glasben kultura slovenski priložnost dirigentski palica vihteti karizmatičen nemški dirigent philipp von steinaecker mednaroden sloves orkester slovenski filharmonija več let uspešen sodelovati sprva nastopati violončelist let prevzeti vodstvo orkester camerat salzburg orkestra padov benečija let zasesti mesto mlad dirigent orchestra aga enlightenment spored program napovedovati glasben estetika istralja delo pogosteje izvajan primorski skladatelj ald kumar koncert klarinet finski skladatelj magnus lindberg veličasten ravel bolera solist večer michela marell klarinet večer glasben obarvan poskrbljen enogastronomski užitek gostja lahek okušati istrski specialiteta spremljav nov linija penina vinakoper skratka večer glasben odličnost povezati odličen hrana žlahten kapljica prijeten druženje pričetek prodaja vstopnica ponedeljek ura prodajen mesto event,2019-09-14 20:00:00,741,302679990202322
Božo Vrećo/RAZPRODANO,boža vreć koncert sevdah oktober razprodan oktober izjemen velik zanimanje koncert dlje čas razprodan boža vreć privoliti dodaten nastop boža vreć najslovit sodoben pevec skladatelj tradicionalen bosanski sevdah kastratski glas razpon liričen sopran liričen tenor veljati božji dar pritegniti velik medijski pozornost balkan svet zunanji podoba opredeljevati ženskomoški dvojnost odličen dopolnjevati glasben umetniški izraznost umetnikov edinstven cappell poustvaritev otožen tragičen ljubezenski skladba pojavljati gledališki produkcija dokumentarec new york times omenjati angelski glas umetnik delo šteti sinonim svoboda boža cankar dom prihajati družba odličen glasbenikov program zajem studijski album linhart dvorana eura volja oktober eura mlad star let upokojenec sedež nizek cenoven kategorija,2019-10-17 20:00:00,663,265166920191742
"Dražen Zečić & Marko Škugor - Podčetrtek, 14.12.2019",letošnji december posebej pravljičen vrač razprodan uspešnica velik božičen turneja dražen zečić marka škugor gost čakati odličen glasben poslastica najbolj priljubljen splitski pevec pevec trditi imeti angelski glas sobota december ura športen dvorana podčetrtek poceni vstopnica prodaja event petrola slovenija mynights vstopnica parter stojišče kontingent razprodan kontingent razprodan kontingent volja zadnji kontingent tribuna sedišče razprodan super vip miza vstopnica veljati oseba kontingent volja zadnji kontingent vključevati miza dober pogled gratis penina poseben vhod poseben sanitarija strežba miza pozor število vstopnica omejen otrok vključno let starost imeti vstop prost sedeti naročje starš del čaroben pravljica prepustiti glasba ogreti srce,2019-12-14 19:00:00,2700,125361280923638
Siddharta: Nomadi - akustični koncert (Razprodano!),sklop akustičen turneja nomad kulturen center laški ponoven prihajati siddhart vrata koncert informacija tica laški tica stiklaskositi vstopnica razprodan,2019-12-06 20:00:00,1300,130319661093968
Gasilska veselica z Ansamblom Veseli svatje,prostovoljen gasilski društvo lukovica vaba velik veselica ansambel vesel svat kdaj kje avto kveder lukovica veselica vreme velik šotor hrana pijača poskrbljen bogat srečel vljuden vabiti,2019-09-14 19:00:00,592,194931090646426
Valentino Kanzyani [All Night Long],velikan elektronski zabava prihajati klub tivoli valentina kanzyan poskrbeti elektronski glasben senzacija visok nivo tradicionalen značilen celonočen valentina kanzyan luckison cadenz pričakovati visok energijski glasben rajanje pustiti ravnodušen starosten omejitev aga limiti lijeti iti vstopninaentranec polnoč potem rezervacija miza tabla reservation prevendit tavoliti rezervacija stolov tivoliclubportoroza gmailc tax partners tivoli klub obala portoroza slovenija abouti dje valentina kanzyan founding fathra slovenian techen valentina kanzyan has been involved country danec scena sinec mida celebrated dje first anda foremost valentina built solida reputation for himselfa whilst was resident spinner ambasada gaviola slovenio most famous electronica musica club his fama grew when started spinning thre turntables standard joining forces with fellow countryman anda techen champion umek valentina saw his first releas under moniker recycled loops success their joint eps valentina kanzyan anda umek set recycled loops record label which furthra helped establis valentina major player easterna europiti techen scena number worlda tours festival appearancesa anda big club gigs followed whilst valentina sounda has evolved over years committed protecting arta dje with real integrity valentina set his label jesus loved for instanca just digitati downloading was becoming maina dissemination channeti for musica industry instead joining trend valentina decided releas his label musica mainly vinyti way support tru originati format dje anda iti his lov for vinyti thati has seen flouris today becom most respected undergrounda vinyti djs arounda throug valentina releaseda series eps cadenz builda his debut artist album lov gratituda latest well continuous mixed which includesa all tracks projecti was releaseda april projecti showcases valentina kanzyan undergrounda hous vision anda iti alsa represents new chapter valentina kanzyan career parta cadenz booking agency linka preview his releas tenax recordings clicka linka below preview first clicka linka preview second video valentina kanzyan herodota sunwavesa episoda dancetrippintv latest recorded sets podcasts,2019-08-14 22:00:00,1520,1767047789992879
"Bass Fighters XL / Prolix (UK) [Blackout, Trendkill]",bfxti prolix blackouti trendkill records maribor štuk bass fighters prolix kje štuk gosposvetski cesta maribor kdaj petek november ogromen veselje predstavljati velikan drum nbass scena premieren najbolj aktiven dja producent scena oče trendkill records star sablja blackouti recordings edin prolix kariera lahek pohvala ogromen izdaja znan velik založba rama playaz ganje tek vision shoguna renegada hardwara metalheadz viper virus letos izdati album blackouti manjkati velik dogodek kariera sodelovati velik ime chas anda status noisio blacka sun empir audio dca breaksa gridlok energičen plesen vib napolniti dvorana cel svet nastopati velik festival edca las vegas let iti roll bassrus zato gledati zamuditi drum nbass poslastica iti gon massiv lineup prolix blackouti trendkill records dominus diaboleti aveha anilina nukleus spenca kryptøniti woog vstopnica early bird sold outi presati bass fighters štuk dan dogodek štuk,2019-11-22 22:00:00,1188,202091796475825
Veselica v Hrastovem Dolu,sobota ura dalja hrastov dol dogajati priti nor zabava ansambel komik artač hrana pijača poskrbljen lep povabljen,2019-08-10 20:00:00,524,2322873314455050
Poletna joga v parku v Mariboru,privoščiti odklop vadba joga prost poleten mesec potekati mariborski mesten park vadba četrtek osrednji jasa južen otroški igrati hribček izjema vadba festival lent zelenica ribnik pričeti četrtek vadba lahek pridružiti izbran vaja primeren zahtevati poseben predznanje potrebovati ohlapen oblačiti želja storiti dober primer dež vadba odpasti vabiti,2019-06-20 18:00:00,1309,128393744464214
Rade Šerbedžija & Zapadni kolodvor,šerbedžija let vrač veličasten koncert šerbedžija velik igralski osebnost prostor nekdanji jugoslavija življenje film teater strast koncerten oder koncerten deska videti redek zato koncert bolj poseben cankarjev dom šerbedžija predstaviti nov zgoščenka izšel naslednji mesec umetnik opus glasben del predstaviti vložek proza poezija manjkati poseben življenjski zgodba dogodivščina lahek življenje doživeti redek peščica velik človek šerbedžijev interpretacija lahek označiti šanson skladba zlivati preplet različen glasben motivika slovenija nekdaj občudovati generacija pesem barbar dati ines številen neustavljiv šarm vtisniti pečat tokrat oder pridružiti vrhunski glasbenik skupina zapaden kolodvor koncert pričakovati izvedba velik hit zanimiv interpretacija znan pesem zimzelen postreči šanson starogradski pesem glasba pripoved spomniti dolgoleten prijateljev velik umetnik več vsekakor govoriti izjemen poseben umetniški glasben večer občinstvo dolg spominjati gallusov dvorana mlad star let upokojenec,2019-10-26 20:00:00,1368,265166920191742
Dubioza Kolektiv,poletje posloviti velik stil grad khislstein prihajati bosanski bend dubioz kolektiv visokooktanski skapunkreggaerocka atrakcija postaviti svetoven zemljevid avtor hit kaž kukuz himna generacija bla bla osvajati svet izjemen energija pronicljiv besedilo odrski nastop premakniti slon daven let nekje daleč ozemlje imenovan bosen hercegovina skupina prijateljev odločiti oblikovanje bend začetek neobičajen skupina bolj neobičajen okoliščina čas razvijati glasben industrija prostor koncert priložnost kulturen političen izražanje mladina globok moralen gospodarski stagnacija roditi skupina dubioz kolektiv danes kulten balkanski ski punka reagga rocka zasedba koncertirati velik festival evropa anal aktivnost vpisati nemalo odmeven turneja svet visok energija pronicljiv besedilo izjemen odrski nastop temelj slikovit koncert življenjski nazor besedilo zgled povezovati občinstvo svet tradicionalen glasben oblika zaznamovati poseben perspektiva brusiti čas nabit visok stopnja pozitivnost zadati svež zrak odprt izkušnja koncert lahek spremeniti pogled življenje skočiti leto najti skupina močen kadarkoli postavljen bok velik uspešen živ bend vzhoden evropa zapečaten glasben album happy machina verjetneje najbolj provokativen album doslej imenovan backa school koncert pričetek šolski let velik dogodek sklop kandidatura kranje prestolnica kultura primer izbor kranje napolniti več kulturen dogajanje povezati razpršiti projekt različen organizacija zgodba skupen vizija omogočiti kranje gorenjski postaviti kulturen zemljevid evropa vstopnica volja prodajen mesto event petrola servis petek dalja,2019-08-31 21:00:00,3676,649465731734692
PütaFest 2019,zora rumen klub šksg pütafest vesel drag prijatelj kmalu napočiti čas svež mošt pečen kostanjev začetek šola čas tradicionalen letos pütafesti oder zažigati orlek lumberjacka infected cena vstopnica predprodaja dan dogodek član šksg nujen ustaviti septembrski uraden ura kjer brezplačen prevzeti vstopnica okrepčati šksg zajtrk sobota prodajen mesto pisarna šksg čas uraden ura kavarna askariti len caff ustaviti prizorišče celota streha parkiranje imeti težava prostor dovolj izgovor neudeležba očiten imeti videti ura športen rekreacijski park poleno aditi jesen,2019-09-14 20:00:00,2117,2447005945361929
Ljubljana English Comedy Night!,englis comedy ljubljana klub smeh proud present night englis standup comedy with american comedian reginalda bärris comedy reginalda bärris american standup comedian currently baseda vienen austrio frontrunner austrian comedy scena anda fastest rising upandcomers continentati europiti bärris quickly making for himselfa internationala circuit sinec appearing scena bärris has performed ati sziget festival anda utrecht internationala comedy festival well headlining cities thati countries across europiti biracial american abroad bärris offers uniqu perspectiva blends cynicis anda silliness effortlessly deliver his densely packed punchlines abouti raca religion patriotis his own foibles anda worlda ati larg doors open show starts entry presati ati door sava som cas anda ensura youra seati get youra tickets hera tickets sava som cas sharing this with youra friends ifa shara this event youra news feed anda tag som friends thati thinka woulda interested can get discount off youra tickets just screenshota posts anda send reginalda bärris comedy receiv youra special discount coda sodelovanje lokal gig dogodek poskrbeti odličen postrežba hrana pijača dodaten informacija cenik poseben aranžmaj poklicati monik bašić medijski partner mynights,2019-11-15 20:00:00,642,736678556372265
Gasilska veselica z ans. Boršt,vabiti velik vrten veselica piknik val krka kdaj kje gasilski dom dvor zabava poskrbeti ansambel boršti lačen žejen bogat srečel gasilka gasilec pgd dvor vljuden vabiti vidimooo,2019-08-03 20:00:00,511,139479726125822
Rudi Bučar in Big band NOVA,ruditi bučar big banda nov vipavski križ avgust ruditi bučar primorski kantavtor korenina najti glasben izročilo ister ustvarjati širok spekter avtorski glasba rocka pop ljudski pridih tokrat preoblečen aranžmati poseben prizvok big banda nov big banda nov zasedba nepretrgoma delovati ustanovitev društvo let sodelovati mlad talent ljubitelj profesionalen glasbenik let zaseba postati širok prepoznaven nastopati mnog slovenski pevski vlada kreslina ruditi bučar nuš derend alenka godec tinkar kovač nuški drašček ota pestner mnog vstopnina predprodaja četrtek julij avgust dogodek poletje vipavski križ vstopnina dan koncert vstopnina otrok let prebivalec vipavski križ,2019-08-29 20:30:00,646,110395025647810
"SiDDHARTA | Četrtek, 24. Oktober, Cvetličarna",siddhart četrtek oktober cvetličaren koncert razprodan vrata koncert ekskluziven koncert siddhart cvetličaren obeležiti obletnica izid prvenec posebej priložnost pripraviti poseben repertoar vsebovati celoten album ostal pesem preigravati začenjati glasben pot koncert dober vzdušje poskrbeti dje ekipa everything goes,2019-10-24 21:00:00,2533,43956324012
Predbožični žur FKKT & FF,trgovina predvajati božičen glasba zaplesati imeti dovolj bel snežinka fkkt šoff vabiti zadnji super žura pridružiti četrtek klub top six dalja cena karta predprodaja vhod pozaba karta omogočati vstop predprodaja filozofski fakulteta avla torek sreda četrtek ponedeljek torek sreda četrtek fakulteta kemija kemijski tehnologija študentski sobica torek sreda četrtek,2019-12-12 23:00:00,952,331835760245003
Veseli Večer na Brezovici 2019,vabiti vesel večer brezovica gasilski dom pgd brezovica petek september pričetek ura letos posebej organizirati program mlad zato vljuden vabiti družina otrok očka mamica stric teta fant dekle dedek babica poskrbeti član članica pgd brezovica odličen ponudba pijača jedača zabava plesišče letos poskrbeti član ansambel zvit felten vljuden vabiti,2019-09-06 19:00:00,1079,1094552440665990
The Official Animal Rights March 2019 | Ljubljana,englis below official animati rights march svetoven veganski shod ustanoviti britanski organizacija surg shod potekati london let udeleženkamica let toarm razširiti mesto kjer veganek zahtevati konec zatiranje žival avgust ljubljana prvič organizirale shod okvir toarm shod pravica žival skušati opozoriti več izkoriščevalski praksa človek gojiti odnos živalski vrsta temeljen zaznamovati specizem izkoriščanje podlaga vrsta shod vrsta političen sredstvo izražanje odpor obstoječ družben praksa odnos nečloveški žival imeti izobraževalen nota pohod mesto dopolniti govor kulturen program govor predstavljen presečišče različen osvobodobilen gibanje diskriminatoren praksa govorkeči spregovorile antispecizem antikapitalizem antispecizem anarhizem skupen točka veganstvo feminizem lgbtq gibanje dogodek odpor izkoriščanje žival povezati veganke rezervirati datum deti dogodek pripeljati prijateljaica skupaj narediti velik shod slovenija praviti napotek shod shod tolerirati rasizem seksizem oblika diskriminacija tam zato širiti mir mirne nenasilne priporočati prinesti voda hidracija zaželjen plastenka večkraten uporaba imeti prositi puščati zaželen prinesti transparent končan uraden program socialen center rog pripravljen veganski kuhinja posebej shod vabljene linka dogodek official animati rights march globala annuati vegan march founded surg london first march took placa sam year with vegans marching togethra years later globala attendanec vegans was marching cities demanding end all animati oppression august first toarm march will placa ljubljana animati rights march will address multipel forms exploitation anda oppression humananimati displays relation othra nonhuman animals anda ara baseda speciesis march primarily means politicati expressing resistanca against established social practices relation nonhuman animals will alsa hav educationala nota march throug town will complemented speeches anda culturati prograti speeches will highlight intersection multipel freed liberation movements anda discriminatoryoppressiv practices speakers will talka abouti anitspeciesis anda anticapitalis antispeciesis anda anarchis anda abouti commonalities withina vegan feminist anda lgbtq movement let this event thati unites everyon against oppression sava dati shara event bring friend anda maka this biggesta march slovenio rules anda guidelines nota tolerat any forma racis sexis antisemitis homophobio anda any othra forma discrimination anda ara impartial ara peacefula open anda nonviolent recommend bringing along beverag for hydration ideally reusabla bottel clean after yourselfa nota litter bring banners after official ending ara welcom attend vegan publickitchen socialen center rog linka event,2019-08-24 11:30:00,1159,661045134397958
Črna Šagra Pobegi - Čežarji MMXIX,črn šagor mmxix igrišče zadružen dom pobeg čežar petek avgust vstop prost ingressa libera fre admission dekadent atmosferičen blacka metati ljubljana grob blacka metati kras chains eksperimentalen metati izola črn šagra vozilo zastonj avtobus fre bus koper apa soč burger šagor črn apa soč burger letošnji črn šagor znamenje čas živ bitje vsakdanji življenje najbolj opominjati neusmiljen tok drevo let zasajen seme trta obroditi oljka letos korenina pognati globok roden istrski zemlja črn šagor dekadenca vzklil bel murva drevo vas nekdaj služiti hladen zatočišče čas poleten vročina kraj kjer prijatelj soseda znanec zbirati krošnja skupaj reševati vselej nepredvidljiv čas naprtiti večina slovenski ozemlje lipa vrba hrasta mogočen drevo pobeg združevalen vloga opravljati murva bel pobežanski murva črn šagor povezovati nasprotje drevo rasti visok nebo burja drža neomajen korenina črn šagor širok alternativen glasben scena korenina ustvarjalec obiskovalec korenina napajati voda prepojen kerozin letos zemlja gnojiti dekadent grob chains več nastopajoč lahek prebrati razprava dogodek videti črn šagor pobeg čežar petek avgust vabiti pripravljen prisluhniti vstop prost dogodek sofinancirati mesten občina koper,2019-08-16 20:30:00,671,2065814567048256
Rifuzlov dan odprtih vrat,petek september popoldan zvečer družiti rifuzlov dan odprt vrat povabiti dobavitelj predstavljati degustirati izdelek organizirati delavnica pridelati manj odpadek uživati kratek kulturen program priprava poln tek naslednji dan emaiti obvestiti podrobnost zato prijava zdaj prijava enoviček zamuditi brezplačen registracija dogodek prinesti praktičen zero wast darilec več dogodek prijava,2019-09-13 15:00:00,1605,290745855051921
ROCK Koncert x Logaško poletje 2019,poletje končevati zabava začenjati klub logaški študentov leto pripravljati velik rocka dogodek logatec letos razočarati lineup mrfy foura mana indio group nov mesto slovenio its purpos search anda finda solida ideas burried somewhera insiti each individuati painted with originati emotions anda truths they went path with very few but firma objectives youtuba tabu tabu zgoditi maj lokalen bend zrasel druščina podoben misleč dišeč oder hrepeneč mladostnik beseda dati beseda rok roka misel glava združiti glasen složen ugotoviti preveč nepotreben tabu trden odločiti narediti invazija melodija tabu postati ostal način življenje mnog bližina čist mali ktmr banda bend oder pojavljati prvič lokalen štiričlanski skupina rovt preigrati slovenski rocka komad poudarek skladba slovenski rocka legenda perot lovšina dje vuk legenda slovenski party dja znati narediti žura nepozaben klti vrteti pretekel dogodek vedno dokazati splačati povabiti vedeti prid prepričati cena vstopnica karta volja dan koncert vhod prizorišče dodaten informacija nagraden igra nastopajoč buden spremljati objava spleten stran dogodek sofinancirati občina logatec,2019-08-24 20:00:00,593,2347583151987675
